0,3
0.01,1.5
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,1.5
1,3
0,3
0.01,2.76357
0.02,2.52715
0.03,2.29981
0.04,2.07248
0.05,1.8623
0.06,1.65213
0.07,1.4653
0.08,1.27848
0.09,1.11883
0.1,0.959182
0.11,0.828042
0.12,0.696901
0.13,0.59337
0.14,0.489838
0.15,0.411296
0.16,0.332755
0.17,0.275513
0.18,0.218271
0.19,0.178202
0.2,0.138132
0.21,0.1112
0.22,0.0842684
0.23,0.066893
0.24,0.0495176
0.25,0.0387614
0.26,0.0280051
0.27,0.0216186
0.28,0.0152321
0.29,0.0115968
0.3,0.00796136
0.31,0.00597842
0.32,0.00399548
0.33,0.00295961
0.34,0.00192375
0.35,0.00140581
0.36,0.000887881
0.37,0.000640174
0.38,0.000392467
0.39,0.000279231
0.4,0.000165994
0.41,0.000116556
0.42,6.71169e-005
0.43,4.65273e-005
0.44,2.59377e-005
0.45,1.7792e-005
0.46,9.64622e-006
0.47,6.67346e-006
0.48,3.70069e-006
0.49,2.96729e-006
0.5,2.23389e-006
0.51,2.96729e-006
0.52,3.70069e-006
0.53,6.67346e-006
0.54,9.64622e-006
0.55,1.7792e-005
0.56,2.59377e-005
0.57,4.65273e-005
0.58,6.71169e-005
0.59,0.000116556
0.6,0.000165994
0.61,0.000279231
0.62,0.000392467
0.63,0.000640174
0.64,0.000887881
0.65,0.00140581
0.66,0.00192375
0.67,0.00295961
0.68,0.00399548
0.69,0.00597842
0.7,0.00796136
0.71,0.0115968
0.72,0.0152321
0.73,0.0216186
0.74,0.0280051
0.75,0.0387614
0.76,0.0495176
0.77,0.066893
0.78,0.0842684
0.79,0.1112
0.8,0.138132
0.81,0.178202
0.82,0.218271
0.83,0.275513
0.84,0.332755
0.85,0.411296
0.86,0.489838
0.87,0.59337
0.88,0.696901
0.89,0.828042
0.9,0.959182
0.91,1.11883
0.92,1.27848
0.93,1.4653
0.94,1.65213
0.95,1.8623
0.96,2.07248
0.97,2.29981
0.98,2.52715
0.99,2.76357
1,3
0,3
0.01,2.83179
0.02,2.66358
0.03,2.49867
0.04,2.33376
0.05,2.17526
0.06,2.01675
0.07,1.86739
0.08,1.71803
0.09,1.58005
0.1,1.44206
0.11,1.3171
0.12,1.19213
0.13,1.08119
